label,text,preprocessing-result
Ham,MANTAPP SWMOGA DENGAN INI PARA PEKERJA KANTOR ATAU DLL YG JAUH JARAK KERJANYA WAJIB PAKE KERETA CEPAT AGAR MENGURANGI KEMACETAN,"['mantapp', 'swmoga', 'kerja', 'kantor', 'dll', 'yg', 'jarak', 'kerja', 'wajib', 'pake', 'kereta', 'cepat', 'kurang', 'macet']"
Ham,Maju jaya Indonesiaku..,"['maju', 'jaya', 'indonesia']"
Ham,BPK yg Ter baik 😊🙏🙏,"['bpk', 'yg', 'ter']"
Ham,"Amin dan alhamdulillah Indonesia maju,, dan keren Bpk jokowi 👍👍👍❤️","['amin', 'alhamdulillah', 'indonesia', 'maju', 'keren', 'bpk', 'jokowi']"
Ham,Luar biasa pk Jokowi,"['pk', 'jokowi']"
Ham,Terimakasih Bapak presiden terbaik Telah membawa kemajuan untuk Indonesia semoga Bapak presiden sehat sukses selalu Indonesia semakin maju,"['terimakasih', 'presiden', 'baik', 'bawa', 'maju', 'indonesia', 'moga', 'presiden', 'sehat', 'sukses', 'indonesia', 'maju']"
Spam,"mbok ya ke pulau rempang pak , apa gk kasihan sama rakyat di sana.","['mbok', 'ya', 'pulau', 'rempang', 'gk', 'kasihan', 'rakyat']"
Ham,Bravo Presiden hebat kita. Bpk. Joko Widodo,"['bravo', 'presiden', 'hebat', 'bpk', 'joko', 'widodo']"
Ham,"@Dgn Biszxjmillaah Yg MasyaAllah SWT ,Pemerintahan Presiden H JokoWidodoNya YaAllah Membawa RI Rahmatanlillalamiin","['biszxjmillaah', 'yg', 'masyaallah', 'swt', 'perintah', 'presiden', 'h', 'jokowidodonya', 'yaallah', 'bawa', 'ri', 'rahmatanlillalamiin']"
Ham,"Mantap, sukses selalu pak Presiden","['mantap', 'sukses', 'presiden']"
Ham,Sehat selalu buat bapak Presiden Joko Widodo ... amin,"['sehat', 'presiden', 'joko', 'widodo', 'amin']"
Spam,Bapak sanes Sindang Hela KA wilayah Cipatat 😁,"['sanes', 'sindang', 'hela', 'ka', 'wilayah', 'cipatat']"
Ham,Presiden Terbaik Indonesia🇮🇩,"['presiden', 'baik', 'indonesia']"
Ham,Masih ngeri pak. Lagian jauh dr rumah saya,"['ngeri', 'dr', 'rumah']"
Ham,Satu lagi presentasi gemilang dicapai dalam kepemimpinan Bapak Presiden Joko Widodo.,"['presentasi', 'gemilang', 'capai', 'pimpin', 'presiden', 'joko', 'widodo']"
Ham,"Terbaik Bapak Presiden Jokowi....
Mantap...","['baik', 'presiden', 'jokowi', 'mantap']"
Ham,Matap presidenku,"['matap', 'presiden']"
Ham,Mengurangi kemacetan dan mengurangi CO2.,"['kurang', 'macet', 'kurang', 'co']"
Spam,Save rempang. Indonesia merdeka untuk dijual keasing..,"['save', 'rempang', 'indonesia', 'merdeka', 'jual', 'asing']"
Spam,"Kapan ke Rempang, Batam, Pak? Rakyatmu menunggu,,,
#SaveRempangBatam","['rempang', 'batam', 'rakyat', 'tunggu', 'saverempangbatam']"
Ham,sehat selalu pak presiden,"['sehat', 'presiden']"
Ham,MANTAP,['mantap']
Ham,Krenn.. 👍 Presiden ku 💪💪💪🇮🇩🇮🇩🇮🇩,"['krenn', 'presiden', 'ku']"
Ham,"Sehat selalu nggih, Paakk Presiden Joko Widodo 😘😍😇😎🔥🇲🇨🇲🇨🇲🇨","['sehat', 'nggih', 'paakk', 'presiden', 'joko', 'widodo']"
Ham,Lha masih belum diresmikan gak tahunya.. 🤦,"['lha', 'resmi', 'gak', 'tahu']"
Ham,Presiden Luarbiasa👌,"['presiden', 'luarbiasa']"
Ham,Good,['good']
Ham,Indonesia 🇮🇩 KU MAJU dan Harus terus MELAJU pembangunan dan kemakmuran nya 🇮🇩🙏,"['indonesia', 'ku', 'maju', 'laju', 'bangun', 'makmur', 'nya']"
Ham,Kereen Banget RI 1 Ku.. 🙏,"['kereen', 'banget', 'ri', 'ku']"
Ham,GBU🙏,['gbu']
Ham,"Klo cm smp Padalarang, itu belum smp bandung kota pak, masih jauh lagi klau mau ke bandung kota nya 🤔","['klo', 'cm', 'smp', 'padalarang', 'smp', 'bandung', 'kota', 'klau', 'bandung', 'kota', 'nya']"
Ham,Super keren presiden kami. Semua yang direncakan jadi..,"['super', 'keren', 'presiden', 'rencak']"
Spam,"Dalam minggu pertama mendaftar di Optimum Invests, saya telah menggandakan pendapatan tahunan saya.  Maklumat, pasukan dan seluruh komuniti sentiasa membantu.  Saya akan menganggap ini sebagai salah satu platform pelaburan kripto dan saham terbaik di seluruh ruang!  Terima kasih banyak Optimum Invests","['minggu', 'daftar', 'optimum', 'invests', 'ganda', 'dapat', 'tahun', 'maklumat', 'pasu', 'komuniti', 'sentiasa', 'bantu', 'anggap', 'salah', 'platform', 'pelabur', 'kripto', 'saham', 'baik', 'ruang', 'terima', 'kasih', 'optimum', 'invests']"
Ham,Mannntap!!!,['mannntap']
Ham,Rutenya kurang jauh pak Presiden coba ke Surabaya 😀😃!joss jauh bingitt 🚄🚅,"['rute', 'presiden', 'coba', 'surabaya', 'joss', 'bingitt']"
Ham,Alhamdulillah disulawesi juga udah ada kereta,"['alhamdulillah', 'disulawesi', 'udah', 'kereta']"
Ham,"saya sebagai rakyat ga bangga sma kereta cepet..
karena bagi saya kereta cpt ga ada faedah nya..
yg saya banggain ,kalau ada pemimpin yg bisa mensejahterahkan rakyat rakyat nya..

itu baru sosok pemimpin.","['rakyat', 'ga', 'bangga', 'sma', 'kereta', 'cepet', 'kereta', 'cpt', 'ga', 'faedah', 'nya', 'yg', 'banggain', 'pimpin', 'yg', 'mensejahterahkan', 'rakyat', 'rakyat', 'nya', 'sosok', 'pimpin']"
Spam,"🔥SHARE & VIRALKAN PENYADAPAN OTAK, PENCURIAN DATA PRIBADI, DAN PERCOBAAN PEMBUNUHAN BERENCANA DI KUDUS JAWA TENGAH INI
https://m.facebook.com/story.php?story_fbid=4484834648228370&id=100001056385432🔥","['share', 'viralkan', 'sadap', 'otak', 'curi', 'data', 'pribadi', 'coba', 'bunuh', 'rencana', 'kudus', 'jawa']"
Ham,Presiden Luarbiasa...👌,"['presiden', 'luarbiasa']"
Ham,Woww keren #BapakPresidenkuJokowiYangTerbaik,"['woww', 'keren', 'bapakpresidenkujokowiyangterbaik']"
Ham,Lanjutkan high speed trans Jawa - Bali,"['lanjut', 'high', 'speed', 'trans', 'jawa', 'bal']"
Ham,sehat selalu Bpk Presiden Joko Widodo,"['sehat', 'bpk', 'presiden', 'joko', 'widodo']"
Ham,Mantap pack,"['mantap', 'pack']"
Spam,Ayo pak nyapres lagi genapi 5 periode,"['ayo', 'nyapres', 'genap', 'periode']"
Ham,"duh kapan ya saya foto di depan kereta cepat perti pak Presiden Joko Widodo .
lansia gak ada yg antar","['duh', 'ya', 'foto', 'kereta', 'cepat', 'perti', 'presiden', 'joko', 'widodo', 'lansia', 'gak', 'yg']"
Spam,Apakabar batam?,"['apakabar', 'batam']"
Spam,Enaknya jadi guru mengajari anak muridnya/siswa belajar munafik dengan agama lain. Melarang anak muridnya/siswa jajan luar dari kantin sekolah,"['enak', 'guru', 'ajar', 'anak', 'murid', 'siswa', 'ajar', 'munafik', 'agama', 'larang', 'anak', 'murid', 'siswa', 'jajan', 'kantin', 'sekolah']"
Ham,jadikan Cirebon Provinsi pakde Presiden Joko Widodo,"['jadi', 'cirebon', 'provinsi', 'pakde', 'presiden', 'joko', 'widodo']"
Spam,Akan lebih istimewa jika harga beras sebanding dng penghasilan buruh pak🥹🙏,"['istimewa', 'harga', 'beras', 'banding', 'dng', 'hasil', 'buruh']"
Ham,Semangat pak Presiden Joko Widodo 🤟🤟🤟🤟🤟,"['semangat', 'presiden', 'joko', 'widodo']"
Ham,Pak jokowi nyata cara kerjaanya baik pintar dalam urusan memajukan indonesia menyapa semua orang smngt terus pak presiden sehat selalu bnyk rezekinya,"['jokowi', 'nyata', 'kerjaanya', 'pintar', 'urus', 'maju', 'indonesia', 'sapa', 'orang', 'smngt', 'presiden', 'sehat', 'bnyk', 'rezeki']"
Ham,Pak Jokowi Presiden Ku 🙏😎👍,"['jokowi', 'presiden', 'ku']"
Ham,Jokowi is the best presiden,"['jokowi', 'is', 'the', 'best', 'presiden']"
Ham,Mantap bapak presiden RI ku pak Jokowi semoga sehat selalu dan senantiasa dilindungi oleh Allah SWT dlm bekerja nya,"['mantap', 'presiden', 'ri', 'ku', 'jokowi', 'moga', 'sehat', 'senantiasa', 'lindung', 'allah', 'swt', 'dlm', 'nya']"
Spam,Rabu LegiiHad JiiAriss KittinggRaddAzharrVladimir AmirrBnggMahdzz kurang gagah kmha presiden maraneh daaaak,"['rabu', 'legiihad', 'jiiariss', 'kittinggraddazharrvladimir', 'amirrbnggmahdzz', 'gagah', 'kmha', 'presiden', 'maraneh', 'daaaak']"
Spam,Jetlag nggak Pakdhe Presiden Joko Widodo ?,"['jetlag', 'nggak', 'pakdhe', 'presiden', 'joko', 'widodo']"
Ham,Bapak Presiden 😊🙏,['presiden']
Ham,bapak jokowi ❤🇮🇩,['jokowi']
Spam,"Kunjungi rempang pak, jgn bs nya membenturkan aparat dgn rakyat demi receh,,,","['kunjung', 'rempang', 'jgn', 'bs', 'nya', 'bentur', 'aparat', 'dgn', 'rakyat', 'receh']"
Ham,Bp.presiden Presiden Joko Widodo  👍👍,"['bp', 'presiden', 'presiden', 'joko', 'widodo']"
Ham,Orang tersukses di Dunia,"['orang', 'sukses', 'dunia']"
Ham,Mantap! Mencari solusi ditengah masalah 👍,"['mantap', 'cari', 'solusi', 'tengah']"
Ham,"Hebat Dan Keren Bapak Presiden-ku ini 💪🇮🇩❤️  semoga saya diberi rejekiNya agar bisa naik kereta ini...
Sehat dan sukses terus ya Pak, do'a Kami agar Allah SWT senantiasa melimpahkan lindungan serta berkah-Nya untuk Bapak Presiden Jokowi beserta keluarga tercinta, aamiinnn Yaa Rabbal alaamiin 😇❤️🙏","['hebat', 'keren', 'presiden', 'ku', 'moga', 'rejekinya', 'kereta', 'sehat', 'sukses', 'ya', 'do', 'a', 'allah', 'swt', 'senantiasa', 'limpah', 'lindung', 'berkah', 'nya', 'presiden', 'jokowi', 'serta', 'keluarga', 'cinta', 'aamiinnn', 'yaa', 'rabbal', 'alaamiin']"
Ham,"Alhamdulillah ...semoga  semua rakyat bisa memanfaatkan KCJB..
Tapi kelihatan penikmat kereta cepat mayoritas di nikmati orang jabar dan jakarta sesuai dg nama kereta cepat jakarta bandung ( KCJB ).
Usahakan kcjb ada di banyak daerah amin .","['alhamdulillah', 'moga', 'rakyat', 'manfaat', 'kcjb', 'nikmat', 'kereta', 'cepat', 'mayoritas', 'nikmat', 'orang', 'jabar', 'jakarta', 'sesuai', 'dg', 'nama', 'kereta', 'cepat', 'jakarta', 'bandung', 'kcjb', 'usaha', 'kcjb', 'daerah', 'amin']"
Spam,Save BATAM,"['save', 'batam']"
Ham,Semoga selalu sehat pak Jokowi🙏🙏🙏,"['moga', 'sehat', 'jokowi']"
Spam,"Yg komen kebanyakan para buzzer dan para penjilat yg nggak peduli penderitaan rakyat kecil,semoga kalian kena azab baik di dunia maupun di akhirat aminn.","['yg', 'komen', 'banyak', 'buzzer', 'jilat', 'yg', 'nggak', 'peduli', 'derita', 'rakyat', 'moga', 'kena', 'azab', 'dunia', 'akhirat', 'aminn']"
Spam,"Kren pak jokowi. Kalau bisa 3 periode.🇮🇩🇮🇩🇮🇩🇮🇩
Semoga bapak dan kel sehat2  dan kelak ada anak2 bapak sebagai generasi penerus👍💪💪","['kren', 'jokowi', 'periode', 'moga', 'kel', 'sehat', 'kelak', 'anak', 'generasi', 'terus']"
Ham,Presiden TERBAIK 💓🇮🇩🤍 bukti kerja nyata sehat selalu njih pak 🤍🤲,"['presiden', 'baik', 'bukti', 'kerja', 'nyata', 'sehat', 'njih']"
Ham,"Semoga  kedepan   semakin  banyak lagi  pembangunan  yg  membuat  bangga  rakyat  Indonesia.... 
IKN  cepat  terlaksana  ...","['moga', 'depan', 'bangun', 'yg', 'bangga', 'rakyat', 'indonesia', 'ikn', 'cepat', 'laksana']"
Spam,"hari berganti, bulan berganti, tahun berganti, 2024 sebentar lagi kok kaya ga rela ya melepas presiden Jokowi. sedih rasanya tapi aturan tidak boleh lebih dari 2 periode gemana lagi, semoga setelah beliau purna tugas tetap masih aktif memberikan ide kreatifnya untuk NKRI.","['ganti', 'ganti', 'ganti', 'sebentar', 'kaya', 'ga', 'rela', 'ya', 'lepas', 'presiden', 'jokowi', 'sedih', 'atur', 'tidak', 'periode', 'gana', 'moga', 'beliau', 'purna', 'tugas', 'aktif', 'ide', 'kreatif', 'nkri']"
Ham,Sehat selalu pak de.. aamiinn,"['sehat', 'de', 'aamiinn']"
Spam,Nurul Hidayah Mohd Najeb dulu 🤣 idea Najib kan HSR kerata api laju KL - Singapore 🤭 apa sudah jadi,"['nurul', 'hidayah', 'mohd', 'najeb', 'idea', 'najib', 'hsr', 'rata', 'api', 'laju', 'kl', 'singapore']"
Ham,"pekan baru ke Medan ,kapan kereta api cepat ,pakde","['pekan', 'medan', 'kereta', 'api', 'cepat', 'pakde']"
Spam,"https://vt.tiktok.com/ZSLwEbrtf/ Mohon kepada bapak Presiden Joko Widodo yang kami junjung tinggi dan kami banggakan sebagai panglima tertinggi di negara kesatuan Republik Indonesia, ini suara hati rakyat, mohon menangguhkan dan bebaskan pak Alvin Lim, Pak Alvin bukan penjahat.","['mohon', 'presiden', 'joko', 'widodo', 'junjung', 'bangga', 'panglima', 'tinggi', 'negara', 'satu', 'republik', 'indonesia', 'suara', 'hati', 'rakyat', 'mohon', 'tangguh', 'bebas', 'alvin', 'lim', 'alvin', 'jahat']"
Spam,Pak pikirkan rakyat Rempang Galang,"['pikir', 'rakyat', 'rempang', 'galang']"
Ham,Di awali dengan pak dhe Presiden Joko Widodo semoga bs lanjud sampai Surabaya !!!!!!,"['awal', 'dhe', 'presiden', 'joko', 'widodo', 'moga', 'bs', 'lanjud', 'surabaya']"
Spam,PERDAGANGAN INDONESIA TIDAK DALAM KEADAAN BAIK' SAJAH... PRIHATIN,"['dagang', 'indonesia', 'tidak', 'sajah', 'prihatin']"
Ham,"Semoga bermamfaat byk
Buat masyarakat terutama 
Buat para pebisnis dan tentunya 
Utk yg membutuhkan waktu yg
Singkat dan cepat","['moga', 'bermamfaat', 'byk', 'masyarakat', 'bisnis', 'utk', 'yg', 'butuh', 'yg', 'singkat', 'cepat']"
Spam,Jahanam menunggu Presiden Joko Widodo,"['jahanam', 'tunggu', 'presiden', 'joko', 'widodo']"
Ham,Sebenarnya tujuan kereta cepat di bangun dengan tujuan untuk mengurangi kepadatan lalu lintas yg menyebabkan polusi udara.karena jakarta dan jakarta banyak pebisnis dan oejabat yg hilir mudik..semoga banyak pejabat dan pebinis yg mengupayakan untuk mengurangi polusi udara di dunia agar kelak anak cucu kita bisa hidup sehat.aamiin.,"['tuju', 'kereta', 'cepat', 'bangun', 'tuju', 'kurang', 'padat', 'lintas', 'yg', 'sebab', 'polusi', 'udara', 'jakarta', 'jakarta', 'bisnis', 'oejabat', 'yg', 'hilir', 'mudik', 'moga', 'jabat', 'bin', 'yg', 'upaya', 'kurang', 'polusi', 'udara', 'dunia', 'kelak', 'anak', 'cucu', 'hidup', 'sehat', 'aamiin']"
Spam,Bisnis modal utang ribawi babak belur pak,"['bisnis', 'modal', 'utang', 'ribawi', 'babak', 'bur']"
Ham,"Transportasi kereta api tercepat KCJB . Jurusan bandung - jakarta . Tarip standar bagi kalangan ke bawah , menengah . Semua orang bisa menikmati.","['transportasi', 'kereta', 'api', 'cepat', 'kcjb', 'jurus', 'bandung', 'jakarta', 'tarip', 'standar', 'kalang', 'tengah', 'orang', 'nikmat']"
Ham,"Banyak yg minta kehadirannya keberbagai wilayah mereka agar mungkin dapat melihat secara langsung situasi kondisi keadaan wilayahnya,sayangnya beliau hanya manusia biasa yg jg pasti punya batas kemampuan tenaganya utk meninjau satu persatu,ttpi mungkin dgn pikiran dan program2 beliau bs menjadi kepanjangan tangan utk hal itu,krn keterbatasan waktu menjabatnya hanya 2 priode..jika diberi kesampatan lebih mungkin beliau dapat menyelesaikan permasalahan yg terjdi utk indonesia lbh maju lagi..terima kasih utk pak jokowi,.is the best","['yg', 'hadir', 'bagai', 'wilayah', 'langsung', 'situasi', 'kondisi', 'wilayah', 'sayang', 'beliau', 'manusia', 'yg', 'jg', 'batas', 'mampu', 'tenaga', 'utk', 'tinjau', 'satu', 'ttpi', 'dgn', 'pikir', 'program', 'beliau', 'bs', 'panjang', 'tangan', 'utk', 'krn', 'batas', 'jabat', 'priode', 'sampat', 'beliau', 'selesai', 'masalah', 'yg', 'terjdi', 'utk', 'indonesia', 'lbh', 'maju', 'terima', 'kasih', 'utk', 'jokowi', 'is', 'the', 'best']"
Ham,Inilah perubahan.👍,['ubah']
Spam,Bisnis BRANDING indonesia...,"['bisnis', 'branding', 'indonesia']"
Spam,Pioneer,['pioneer']
Spam,Luar biasa utang semakin banyak pupuk semakin mahal.mau JD apa para petani,"['utang', 'pupuk', 'mahal', 'jd', 'tani']"
Ham,Sehat selalu pak president🙏🙏🙏,"['sehat', 'president']"
Ham,Awesome,['awesome']
Ham,Kapan yah saya bisa naik kreta pak presiden Jokowi Dodo.😐,"['yah', 'kreta', 'presiden', 'jokowi', 'dodo']"
Spam,"Tidakan ada pengganti secerdas jokowi
❤❤❤🙏🙏🙏","['tidak', 'ganti', 'cerdas', 'jokowi']"
Spam,"apa sebaiknya kita menambah Warna Bendera Indonesia pak presiden?? menjadi 6 warna yaitu warna..?! merah Putih Biru Hijau Hitam kuning .
untuk masa Depan.. yang lebih bersatu dan Sejahtera untuk Indonesia. mungkin berat cita"" ini. tetapi jika ada niat dan usaha.. insyaallah Pasti membuahkan hasil.. untuk Indonesia yang lebih maju .. dari tahun ke tahun. Semoga Saja Tuan Presiden..","['tambah', 'warna', 'bendera', 'indonesia', 'presiden', 'warna', 'warna', 'merah', 'putih', 'biru', 'hijau', 'hitam', 'kuning', 'satu', 'sejahtera', 'indonesia', 'berat', 'cita', 'niat', 'usaha', 'insyaallah', 'buah', 'hasil', 'indonesia', 'maju', 'moga', 'tuan', 'presiden']"
Ham,#Indonesia_Hebat 🤟🇲🇨,"['indonesia', 'hebat']"
Ham,Kerén 👍👍👏,"['ker', 'n']"
Ham,Sehat selalu pak presiden 🇲🇨,"['sehat', 'presiden']"
Spam,Orang dah banyak kemalaysia,"['orang', 'dah', 'kemalaysia']"
Spam,"Semoga tidak menambah utang negara,sbb gk etis to negara yg ngutang rakyat yg bayar..","['moga', 'tidak', 'tambah', 'utang', 'negara', 'sbb', 'gk', 'etis', 'to', 'negara', 'yg', 'ngutang', 'rakyat', 'yg', 'bayar']"
Spam,Saya gak di kasih kartu pak,"['gak', 'kasih', 'kartu']"
Spam,Whatt.kaget saya hah,"['whatt', 'kaget', 'hah']"
Spam,kurang cagak😭😭,['cagak']
Spam,Bos... apakah anda sedang bersama lord luhut ??,"['bos', 'lord', 'luhut']"
Spam,3 preode yes pakde.,"['preode', 'yes', 'pakde']"
Spam,"My world was falling apart. My mind, for some reason, wont let go of the memory of My Wife. I had a very big problem with my wife few months ago, that lead to her leaving me. All efforts to get her back proved abortive. one day while going through the internet i saw so many testimony of this great man called Dr.Goodman and how he helped people with all kinds of problem, his advert was everywhere,. Although I never believed in spell casting, but I had no choice than to give him a try so i contacted Him, I was so desperate to have my wife back with me once again. So I did all he told me to do. He told me that my wife will come back to me in the next one week, after the spell is completed. I was skeptical. He casted the spell for me and i was so anxious waiting to see or hear from her, it was just 3 days after the spell was done my wife called and said she was coming HOME and she was asking for forgiveness for her ever hurting me before..It was a dream come through for me!!! that was how my family and relationship was save and our relationship is now stronger than ever.my advice to you out there facing same problem or even worst then mine cry no more and contact this great man called Dr Goodman He is capable of handling any kind of problem. Contact him with his Email him at: or google chat: (drgoodmanspellcaster@gmail.com)  

him if you need his assistance in your 
relationship or any other Case like.
 
 (1)If you want your ex back.
 {2}If you are searching for a job
 (3)You want to be promoted in your office. (4)You want women/men to run after you. (5)If you want a child. (6)You want to be rich. (7)you want to get Marriage Spells (8)Remove Sickness and diseases from your body Spells
(9)Business spell
 (10)Lottery winning numbers.
 (11)Bring Back Lost Love","['my', 'world', 'was', 'falling', 'apart', 'my', 'mind', 'for', 'some', 'reason', 'wont', 'let', 'go', 'of', 'the', 'memory', 'of', 'my', 'wife', 'i', 'had', 'a', 'very', 'big', 'problem', 'with', 'my', 'wife', 'few', 'months', 'ago', 'that', 'lead', 'to', 'her', 'leaving', 'me', 'all', 'efforts', 'to', 'get', 'her', 'back', 'proved', 'abortive', 'one', 'day', 'while', 'going', 'through', 'the', 'internet', 'i', 'saw', 'so', 'many', 'testimony', 'of', 'this', 'great', 'man', 'called', 'dr', 'goodman', 'and', 'how', 'he', 'helped', 'people', 'with', 'all', 'kinds', 'of', 'problem', 'his', 'advert', 'was', 'everywhere', 'although', 'i', 'never', 'believed', 'in', 'spell', 'casting', 'but', 'i', 'had', 'no', 'choice', 'than', 'to', 'give', 'him', 'a', 'try', 'so', 'i', 'contacted', 'him', 'i', 'was', 'so', 'desperate', 'to', 'have', 'my', 'wife', 'back', 'with', 'me', 'once', 'again', 'so', 'i', 'did', 'all', 'he', 'told', 'me', 'to', 'do', 'he', 'told', 'me', 'that', 'my', 'wife', 'will', 'come', 'back', 'to', 'me', 'in', 'the', 'next', 'one', 'week', 'after', 'the', 'spell', 'is', 'completed', 'i', 'was', 'skeptical', 'he', 'casted', 'the', 'spell', 'for', 'me', 'and', 'i', 'was', 'so', 'anxious', 'waiting', 'to', 'see', 'or', 'hear', 'from', 'her', 'it', 'was', 'just', 'days', 'after', 'the', 'spell', 'was', 'done', 'my', 'wife', 'called', 'and', 'said', 'she', 'was', 'coming', 'home', 'and', 'she', 'was', 'asking', 'for', 'forgiveness', 'for', 'her', 'ever', 'hurting', 'me', 'before', 'it', 'was', 'a', 'dream', 'come', 'through', 'for', 'me', 'that', 'was', 'how', 'my', 'family', 'and', 'relationship', 'was', 'save', 'and', 'our', 'relationship', 'is', 'now', 'stronger', 'than', 'ever', 'my', 'advice', 'to', 'you', 'out', 'there', 'facing', 'same', 'problem', 'or', 'even', 'worst', 'then', 'mine', 'cry', 'no', 'more', 'and', 'contact', 'this', 'great', 'man', 'called', 'dr', 'goodman', 'he', 'is', 'capable', 'of', 'handling', 'any', 'kind', 'of', 'problem', 'contact', 'him', 'with', 'his', 'email', 'him', 'at', 'or', 'google', 'chat', 'drgoodmanspellcaster', 'him', 'if', 'you', 'need', 'his', 'assistance', 'in', 'your', 'relationship', 'or', 'any', 'other', 'case', 'like', 'if', 'you', 'want', 'your', 'ex', 'back', 'if', 'you', 'are', 'searching', 'for', 'a', 'job', 'you', 'want', 'to', 'be', 'promoted', 'in', 'your', 'office', 'you', 'want', 'women', 'men', 'to', 'run', 'after', 'you', 'if', 'you', 'want', 'a', 'child', 'you', 'want', 'to', 'be', 'rich', 'you', 'want', 'to', 'get', 'marriage', 'spells', 'remove', 'sickness', 'and', 'diseases', 'from', 'your', 'body', 'spells', 'business', 'spell', 'lottery', 'winning', 'numbers', 'bring', 'back', 'lost', 'love']"
Ham,Sehat selalu pak presidenku 🤲,"['sehat', 'presiden']"
Spam,#saveBatam,['savebatam']
Spam,"https://www.facebook.com/groups/606378937782873/?ref=share_group_link

Mohon dukungannya terhadap perjuangan kami @gempurnet89 dalam kasus Net89 yang sudah membuat penderitaan sangat dalam bagi ratusan ribu membernya.

Sejumlah oknum aktor intelektual PT SMI (SIMBIOTIK MULTITALENTA INDONESIA) dan para kroninya yang sudah berstatus tersangka (13 orang => sampai sekarang blum satupun ditahan) maupun yang belum (masih ada belasan orang lagi) agar diproses hukum dengan ganjaran hukuman seberat-beratnya.
sehingga penderitaan ratusan ribu member Net89 bisa terangkat;  ekonomi mereka pulih; hambatan pendidikan dan gangguan kesehatan hilang; dan masa depan mereka menjadi cerah kembali.

#GempurNet89
#Net89
#KasusNet89
#ptsmi
#SimbiotikMultitalenhtaIndonesia
#Polri
#PolisiIndonesia
#Presisi 
🙏🏻🙏🏻🙏🏻","['mohon', 'dukung', 'juang', 'net', 'derita', 'ratus', 'ribu', 'membernya', 'oknum', 'aktor', 'intelektual', 'pt', 'smi', 'simbiotik', 'multitalenta', 'indonesia', 'kroni', 'status', 'sangka', 'orang', 'blum', 'satu', 'tahan', 'bas', 'orang', 'proses', 'hukum', 'ganjar', 'hukum', 'berat', 'berat', 'derita', 'ratus', 'ribu', 'member', 'net', 'angkat', 'ekonomi', 'pulih', 'hambat', 'didik', 'ganggu', 'sehat', 'hilang', 'cerah', 'gempurnet', 'net', 'kasusnet', 'ptsmi', 'simbiotikmultitalenhtaindonesia', 'polri', 'polisiindonesia', 'presisi']"
Spam,Yg miskin. Makin. Miskin,"['yg', 'miskin', 'miskin']"
Ham,mantap,['mantap']
Spam,Menghibur diri...,['hibur']
Spam,Ges ngaropi uy...?,"['ges', 'ngaropi', 'uy']"
Spam,"https://www.facebook.com/groups/606378937782873/?ref=share_group_link

Mohon dukungannya terhadap perjuangan kami GEMPUR NET89 dalam kasus Net89 yang sudah membuat penderitaan sangat dalam bagi ratusan ribu membernya.

Sejumlah oknum aktor intelektual PT SMI (SIMBIOTIK MULTITALENTA INDONESIA) dan para kroninya yang sudah berstatus tersangka ( 13 orang => sampai sekarang blum satupun ditahan=> mudah""an ketika akan dilakukan penahanan, tdk ada yg kabur 🙏🙏🙏) maupun yang belum menjadi tersangka (masih ada belasan orang lagi) agar diproses hukum dengan ganjaran hukuman seberat-beratnya.

Yang lebih penting lagi, dana ratusan ribu member Net89 dapat dikembalikan, dengan cara sebaik-baiknya dan secepat-secepatnya.

Mohon kasus Net89 diawasi dan dikawal dengan baik, agar dana member bisa kembali, sehingga penderitaan ratusan ribu member Net89 bisa terangkat;  ekonomi mereka pulih; hambatan pendidikan dan gangguan kesehatan hilang; dan masa depan mereka menjadi cerah kembali.

#GempurNet89
#Net89
#KasusNet89
#ptsmi
#SimbiotikMultitalentaIndonesia
#Polri
#PolisiIndonesia
#Presisi","['mohon', 'dukung', 'juang', 'gempur', 'net', 'net', 'derita', 'ratus', 'ribu', 'membernya', 'oknum', 'aktor', 'intelektual', 'pt', 'smi', 'simbiotik', 'multitalenta', 'indonesia', 'kroni', 'status', 'sangka', 'orang', 'blum', 'satu', 'tahan', 'mudah', 'an', 'tahan', 'tdk', 'yg', 'kabur', 'sangka', 'bas', 'orang', 'proses', 'hukum', 'ganjar', 'hukum', 'berat', 'berat', 'dana', 'ratus', 'ribu', 'member', 'net', 'kembali', 'baik', 'cepat', 'cepat', 'mohon', 'net', 'awas', 'kawal', 'dana', 'member', 'derita', 'ratus', 'ribu', 'member', 'net', 'angkat', 'ekonomi', 'pulih', 'hambat', 'didik', 'ganggu', 'sehat', 'hilang', 'cerah', 'gempurnet', 'net', 'kasusnet', 'ptsmi', 'simbiotikmultitalentaindonesia', 'polri', 'polisiindonesia', 'presisi']"
Spam,"Bangun monorail jakarta tpi relnya fiatas, keretanya nggantung kayak di wubei, china","['bangun', 'monorail', 'jakarta', 'tpi', 'rel', 'fiatas', 'kereta', 'nggantung', 'kayak', 'wubei', 'china']"
Spam,Apa yg di banggakan kalo utangnya banyak...,"['yg', 'bangga', 'kalo', 'utang']"
Spam,"Mantap pak Jokowi, next 7 Periode 😁😁","['mantap', 'jokowi', 'next', 'periode']"
Spam,Diam saja...,['diam']
Spam,"Kui udu dalanku.....
Dalan wong tani Ra Alus koyo kui.
Pikirku wong cilik Sik pk de","['kui', 'udu', 'dal', 'dal', 'tani', 'ra', 'alus', 'koyo', 'kui', 'pikir', 'cilik', 'sik', 'pk', 'de']"
